,timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
13,2021-03-07 06:00:00,49342.00000000,49650.00000000,49146.68000000,49458.56000000,1487.21177300,1615100399999,73428065.58674330,40988,782.70461900,38646695.30076986,0
14,2021-03-07 07:00:00,49459.61000000,50179.17000000,49327.57000000,50052.68000000,1987.00673700,1615103999999,98810047.42277223,59667,1170.22996700,58216821.35403710,0
15,2021-03-07 08:00:00,50041.84000000,50839.54000000,50041.84000000,50383.09000000,4309.51042700,1615107599999,217681721.76721014,102837,2278.35695200,115075147.33173563,0
16,2021-03-07 09:00:00,50384.11000000,51148.22000000,50384.11000000,50943.02000000,4216.98337700,1615111199999,214282778.69557453,92581,1954.81008400,99350510.16871535,0
17,2021-03-07 10:00:00,50942.82000000,50985.84000000,50448.30000000,50612.92000000,2825.81054000,1615114799999,143295200.53975447,77271,1378.18459300,69882515.37060364,0
18,2021-03-07 11:00:00,50612.92000000,50899.22000000,50472.81000000,50705.52000000,2058.27371500,1615118399999,104312732.69251849,95481,966.46236400,48974258.26926097,0
19,2021-03-07 12:00:00,50705.52000000,50827.68000000,50391.19000000,50746.20000000,1924.67203300,1615121999999,97483869.91578244,98865,982.09945300,49745023.69876585,0
20,2021-03-07 13:00:00,50746.20000000,50850.00000000,50504.22000000,50764.44000000,1476.16870900,1615125599999,74825391.39357174,78201,786.47793900,39869761.83968621,0
21,2021-03-07 14:00:00,50764.44000000,51250.00000000,50130.65000000,50646.34000000,3464.33850600,1615129199999,175437666.26768617,132882,1812.38114600,91831991.42017184,0
22,2021-03-07 15:00:00,50644.47000000,50827.93000000,50375.00000000,50585.23000000,1711.75694000,1615132799999,86620570.80002084,82961,831.83894100,42101517.74190130,0
23,2021-03-07 16:00:00,50585.23000000,51352.10000000,50585.23000000,51052.90000000,3580.06799000,1615136399999,182478941.68802877,142491,1928.84970800,98306982.13874969,0
24,2021-03-07 17:00:00,51052.89000000,51201.00000000,50757.59000000,51075.93000000,2180.45262000,1615139999999,111189339.99283847,72122,1004.53434100,51215894.92970774,0
25,2021-03-07 18:00:00,51075.92000000,51085.71000000,50368.20000000,50412.31000000,1905.27267300,1615143599999,96571297.83960345,55137,823.15249100,41713682.58501177,0
26,2021-03-07 19:00:00,50412.31000000,50580.21000000,50250.00000000,50381.68000000,1644.62770800,1615147199999,82922192.40165974,56614,777.78155300,39217774.29134322,0
27,2021-03-07 20:00:00,50381.69000000,50381.69000000,49758.01000000,50036.64000000,2640.36389100,1615150799999,131910392.54777115,75982,1291.97714300,64531393.41747630,0
28,2021-03-07 21:00:00,50036.63000000,50265.81000000,49833.08000000,50086.12000000,1456.99025200,1615154399999,72905828.80531929,46097,737.53448100,36904326.21658190,0
29,2021-03-07 22:00:00,50086.11000000,50784.12000000,49986.39000000,50498.55000000,1517.24544000,1615157999999,76506985.44567601,57815,805.72865300,40637640.32013040,0
30,2021-03-07 23:00:00,50498.56000000,51450.03000000,50480.89000000,50971.75000000,2947.46511100,1615161599999,150433067.08092704,90430,1501.26169000,76646327.80473961,0
31,2021-03-08 00:00:00,50959.11000000,51685.00000000,50843.59000000,51491.10000000,3257.85465200,1615165199999,167532220.80472599,87283,1664.75015900,85625625.09715073,0
32,2021-03-08 01:00:00,51491.10000000,51847.38000000,51250.05000000,51557.70000000,2584.40645400,1615168799999,133321736.21101052,68603,1386.32360900,71527975.71411801,0
33,2021-03-08 02:00:00,51557.70000000,51594.22000000,50481.84000000,50730.82000000,2903.06562400,1615172399999,148006873.56592111,91650,1345.21497000,68578272.37141787,0
34,2021-03-08 03:00:00,50730.82000000,50808.32000000,50234.98000000,50598.49000000,2601.68625600,1615175999999,131406016.57716334,78549,1357.85207700,68578506.12065437,0
35,2021-03-08 04:00:00,50598.49000000,50598.50000000,50100.00000000,50417.44000000,2251.80367300,1615179599999,113395708.42521138,74157,976.48451800,49163995.41399760,0
36,2021-03-08 05:00:00,50417.45000000,50816.16000000,50355.16000000,50765.77000000,2044.28415900,1615183199999,103420379.41058103,50504,869.21726000,43967243.94008993,0
37,2021-03-08 06:00:00,50765.77000000,50944.00000000,50150.42000000,50274.76000000,2858.16042200,1615186799999,144355922.99870986,68636,1336.25596400,67455288.09774121,0
38,2021-03-08 07:00:00,50274.76000000,50427.53000000,49521.20000000,49755.24000000,4023.21432200,1615190399999,200668275.32925711,144588,1873.21801200,93429823.19165830,0
39,2021-03-08 08:00:00,49755.24000000,49888.59000000,49274.67000000,49880.35000000,3692.48248300,1615193999999,183134555.22723845,113084,2047.76088700,101577562.53025498,0
40,2021-03-08 09:00:00,49880.49000000,50099.97000000,49400.00000000,49880.00000000,2802.45034100,1615197599999,139353571.38893106,87412,1425.30809600,70870549.56441601,0
41,2021-03-08 10:00:00,49883.13000000,50271.67000000,49682.30000000,50061.00000000,2791.02336900,1615201199999,139630861.87948468,83384,1306.78230300,65377786.40296342,0
42,2021-03-08 11:00:00,50061.01000000,50560.00000000,49878.00000000,50496.82000000,2218.68353400,1615204799999,111303263.46838359,67392,1046.06135000,52500038.21727070,0
43,2021-03-08 12:00:00,50490.39000000,50550.00000000,50100.01000000,50275.00000000,2463.59128000,1615208399999,123859515.93219230,106998,1230.16748800,61832507.38718820,0
44,2021-03-08 13:00:00,50274.58000000,51065.63000000,50265.16000000,50978.43000000,3657.93876700,1615211999999,185567165.97821940,96513,1959.70080200,99433094.01405771,0
45,2021-03-08 14:00:00,50978.42000000,51233.00000000,50122.45000000,50740.90000000,3500.51925400,1615215599999,177662740.73706399,90866,1728.69959400,87764612.54062723,0
46,2021-03-08 15:00:00,50744.26000000,51220.00000000,50541.67000000,51054.99000000,3226.78819100,1615219199999,164440816.09683350,100209,1585.30549900,80788201.25393567,0
47,2021-03-08 16:00:00,51055.00000000,51175.00000000,50550.01000000,50664.91000000,2348.85657100,1615222799999,119420974.82149234,94450,1086.43708300,55242344.20254800,0
48,2021-03-08 17:00:00,50664.91000000,50880.00000000,50630.00000000,50809.04000000,1704.21204600,1615226399999,86504651.13651521,50012,847.61082300,43022964.53166323,0
49,2021-03-08 18:00:00,50801.55000000,51075.40000000,50732.36000000,50803.18000000,1705.52357700,1615229999999,86766065.46065339,55683,906.68032900,46127826.51742071,0
50,2021-03-08 19:00:00,50803.19000000,51485.35000000,50790.00000000,51310.82000000,2750.06832100,1615233599999,140806609.39956926,78017,1554.60407500,79595830.83252232,0
51,2021-03-08 20:00:00,51310.82000000,51996.58000000,51236.20000000,51759.63000000,3743.68592700,1615237199999,193227154.41797584,91822,2046.41460200,105638054.54415526,0
52,2021-03-08 21:00:00,51762.77000000,51927.00000000,51505.00000000,51848.33000000,2386.92988300,1615240799999,123383951.07238626,69111,1226.12339700,63380257.47346715,0
53,2021-03-08 22:00:00,51848.34000000,51900.00000000,51300.00000000,51599.99000000,2086.90564400,1615244399999,107715294.63750250,64080,996.38337000,51424034.54236948,0
54,2021-03-08 23:00:00,51599.99000000,52402.78000000,51599.99000000,52375.17000000,3383.22491400,1615247999999,175963606.05905191,86398,1792.07330300,93215403.60381130,0
55,2021-03-09 00:00:00,52375.18000000,52540.48000000,51789.41000000,52020.23000000,3791.40283500,1615251599999,197912696.36021609,87276,1664.14966100,86874880.25037327,0
56,2021-03-09 01:00:00,52020.24000000,53760.00000000,51981.26000000,53575.35000000,7510.12043300,1615255199999,399283702.06985720,175064,3768.11309800,200164678.25920825,0
57,2021-03-09 02:00:00,53575.35000000,53799.00000000,53250.41000000,53592.70000000,3698.60810800,1615258799999,197955885.60833725,85448,1754.37336900,93895295.30641556,0
58,2021-03-09 03:00:00,53592.84000000,54100.00000000,53452.47000000,53840.62000000,3755.86080800,1615262399999,202076703.45060345,123817,2013.20313100,108337810.89619365,0
59,2021-03-09 04:00:00,53840.63000000,54040.00000000,53484.44000000,53678.88000000,2461.50389000,1615265999999,132389835.35042694,105442,1212.58073500,65232255.48113861,0
60,2021-03-09 05:00:00,53684.14000000,54400.80000000,53681.44000000,54254.52000000,3270.83220000,1615269599999,177122662.01191597,105492,1617.87522500,87612894.14903043,0
61,2021-03-09 06:00:00,54254.52000000,54448.00000000,53737.00000000,53847.64000000,3100.27232600,1615273199999,167775430.98412366,105727,1472.88790800,79711132.13164485,0
62,2021-03-09 07:00:00,53847.64000000,53890.92000000,53409.57000000,53546.90000000,3215.78379400,1615276799999,172686602.92112191,89948,1660.18673600,89151626.76902997,0
63,2021-03-09 08:00:00,53546.89000000,54168.99000000,53274.96000000,54023.79000000,2853.62344200,1615280399999,153610890.80429791,85740,1417.53674300,76321973.66824262,0
64,2021-03-09 09:00:00,54023.79000000,54270.27000000,53872.05000000,54112.50000000,2719.14579200,1615283999999,147119316.09875463,109901,1324.06080600,71645321.27726512,0
65,2021-03-09 10:00:00,54112.50000000,54355.00000000,53875.00000000,54159.52000000,3441.45900400,1615287599999,186327392.60715713,84266,1855.50604200,100465270.82105504,0
66,2021-03-09 11:00:00,54159.52000000,54293.97000000,53917.21000000,54233.32000000,2086.75598400,1615291199999,112971333.32137995,74794,1091.29870400,59083177.99982496,0
67,2021-03-09 12:00:00,54235.88000000,54236.70000000,53538.77000000,53725.50000000,2514.80248000,1615294799999,135616547.02971201,85101,1219.35717200,65770018.74282352,0
68,2021-03-09 13:00:00,53725.49000000,54815.84000000,53664.21000000,54779.99000000,4188.62268200,1615298399999,227723165.86607819,95413,2150.28053700,116843910.89693138,0
69,2021-03-09 14:00:00,54780.26000000,54787.99000000,54364.32000000,54488.22000000,3828.42272800,1615301999999,208801703.42261675,88343,1713.49493600,93455110.78079582,0
70,2021-03-09 15:00:00,54491.33000000,54515.22000000,53852.36000000,54097.02000000,3283.75887800,1615305599999,178144082.57325058,87761,1620.73577500,87930796.04115975,0
71,2021-03-09 16:00:00,54097.03000000,54338.00000000,53750.00000000,54098.11000000,2509.81294500,1615309199999,135766937.13154166,81155,1198.87510800,64862537.00357689,0
72,2021-03-09 17:00:00,54098.10000000,54272.05000000,53770.71000000,53793.76000000,1643.37624400,1615312799999,88748904.97034261,55343,756.51538000,40857782.17084192,0
73,2021-03-09 18:00:00,53793.75000000,54046.78000000,53626.97000000,53885.96000000,1917.18194000,1615316399999,103252757.97341270,64916,853.52832300,45971308.90448470,0
74,2021-03-09 19:00:00,53885.96000000,54225.35000000,53790.00000000,54108.79000000,1688.78796300,1615319999999,91204342.10730320,52793,764.36135600,41284647.62990380,0
75,2021-03-09 20:00:00,54108.79000000,54584.19000000,54052.76000000,54326.14000000,2231.22065500,1615323599999,121220201.85818624,64958,919.93164000,49982072.82172721,0
76,2021-03-09 21:00:00,54326.14000000,54519.47000000,53882.52000000,54278.61000000,2200.55778200,1615327199999,119259800.97293867,107247,991.92819400,53764999.76525669,0
77,2021-03-09 22:00:00,54278.61000000,54860.28000000,54139.10000000,54808.75000000,1795.94455500,1615330799999,97889012.49945934,110379,998.30357900,54433604.60717156,0
78,2021-03-09 23:00:00,54808.76000000,54895.00000000,54474.99000000,54884.50000000,1948.87960800,1615334399999,106591056.66186947,68074,972.45692800,53191667.31053432,0
79,2021-03-10 00:00:00,54874.67000000,55763.00000000,54782.93000000,55510.00000000,5030.93125900,1615337999999,278163888.80423138,123240,2865.37255900,158451994.67947400,0
80,2021-03-10 01:00:00,55510.01000000,55813.09000000,54468.26000000,54676.87000000,3691.17587200,1615341599999,203388526.25539069,108462,1723.70589000,95018007.02153540,0
81,2021-03-10 02:00:00,54676.86000000,54676.87000000,53300.00000000,53936.44000000,5819.53214700,1615345199999,313787381.36255326,184750,2818.00969300,151971986.61652164,0
82,2021-03-10 03:00:00,53936.43000000,54126.67000000,53134.80000000,53467.80000000,3497.09674400,1615348799999,187553477.50767544,128407,1721.73624900,92340567.68327365,0
83,2021-03-10 04:00:00,53468.33000000,53837.16000000,53332.46000000,53647.63000000,1979.67065800,1615352399999,106022641.77677777,90802,1016.04946000,54420863.19915381,0
84,2021-03-10 05:00:00,53647.63000000,53692.21000000,53005.00000000,53651.39000000,2203.22310100,1615355999999,117817036.44144045,61148,1003.51678300,53671721.06711454,0
85,2021-03-10 06:00:00,53651.38000000,54065.65000000,53510.01000000,53864.41000000,2538.97931000,1615359599999,136586624.91054384,66401,1181.66589300,63576141.89829709,0
86,2021-03-10 07:00:00,53864.40000000,54407.74000000,53826.26000000,54173.38000000,3010.88572800,1615363199999,163063921.96133852,73576,1305.89170000,70694918.41897156,0
87,2021-03-10 08:00:00,54177.47000000,54734.96000000,54032.38000000,54632.79000000,2225.61026900,1615366799999,121263076.05268722,68375,1075.33229800,58597179.33791266,0
88,2021-03-10 09:00:00,54632.78000000,55444.00000000,54300.11000000,55227.99000000,3499.58051200,1615370399999,192174619.38342005,117610,1883.97487600,103469981.96843685,0
89,2021-03-10 10:00:00,55228.00000000,55389.00000000,54679.95000000,54832.98000000,2604.47748200,1615373999999,143232395.10989021,74415,1258.61416200,69219098.23965225,0
90,2021-03-10 11:00:00,54832.99000000,54991.00000000,54512.00000000,54858.47000000,2400.09979600,1615377599999,131435336.54839869,72473,1242.54503400,68049556.66874276,0
91,2021-03-10 12:00:00,54858.47000000,55481.28000000,54834.00000000,55219.99000000,2894.17949200,1615381199999,159715138.18974388,96315,1435.42521300,79210645.41164055,0
92,2021-03-10 13:00:00,55219.99000000,56333.00000000,55139.01000000,56262.56000000,5022.45430700,1615384799999,280601614.94202186,168592,2834.61204000,158395300.22812159,0
93,2021-03-10 14:00:00,56260.09000000,56400.00000000,55761.66000000,56092.62000000,4222.23944600,1615388399999,236711475.65369735,105277,2216.06998300,124253250.76830775,0
94,2021-03-10 15:00:00,56092.62000000,56489.66000000,55952.63000000,56328.81000000,3869.22929400,1615391999999,217544118.14182842,119846,2033.89209200,114362468.87187820,0
95,2021-03-10 16:00:00,56328.81000000,57075.92000000,56100.00000000,57009.53000000,4890.44202100,1615395599999,276608476.15814133,158136,2688.45561000,152151018.94701652,0
96,2021-03-10 17:00:00,57009.53000000,57100.00000000,56366.00000000,56860.01000000,4201.85636100,1615399199999,238726485.19676862,112830,2078.51722400,118097883.35913201,0
97,2021-03-10 18:00:00,56860.01000000,57100.00000000,56566.00000000,56730.54000000,3021.74944600,1615402799999,171672296.48973269,112253,1527.95686100,86833386.89608197,0
98,2021-03-10 19:00:00,56730.55000000,57387.69000000,56595.76000000,56739.40000000,3678.78143400,1615406399999,209778225.64322700,113397,1948.74731500,111142625.66022464,0
99,2021-03-10 20:00:00,56739.40000000,56894.11000000,56037.15000000,56266.00000000,4313.70234300,1615409999999,243351448.84513943,103580,2056.77838800,116032467.81399536,0
100,2021-03-10 21:00:00,56266.00000000,57045.22000000,55530.01000000,56918.40000000,4757.62006100,1615413599999,267433343.98345132,137896,2238.29399300,125891109.13654264,0
101,2021-03-10 22:00:00,56919.10000000,57225.73000000,56476.95000000,56905.37000000,2148.26032300,1615417199999,122097690.91867705,122720,1031.85684900,58640715.97042828,0
102,2021-03-10 23:00:00,56905.37000000,56950.00000000,55800.00000000,55851.59000000,3227.46153700,1615420799999,181468323.08243598,126783,1464.86724000,82363403.00431579,0
103,2021-03-11 00:00:00,55851.59000000,56499.98000000,55505.00000000,55601.55000000,3761.55064900,1615424399999,210353015.90269695,90868,1696.50550100,94915524.54606974,0
104,2021-03-11 01:00:00,55607.55000000,55947.36000000,55170.22000000,55781.92000000,2880.27800500,1615427999999,159874580.29863754,101593,1368.35340200,75951107.75153002,0
105,2021-03-11 02:00:00,55781.91000000,56323.51000000,55649.93000000,56314.58000000,2435.82663700,1615431599999,136454058.76350731,75084,1144.62183700,64131823.51034431,0
106,2021-03-11 03:00:00,56316.41000000,56483.11000000,55599.00000000,55992.60000000,2196.10924700,1615435199999,122958150.58607872,55310,1008.88913300,56489560.21144334,0
107,2021-03-11 04:00:00,55992.60000000,56179.87000000,55603.66000000,55835.40000000,1923.30227900,1615438799999,107433105.09803673,53208,867.97644500,48494019.10522811,0
108,2021-03-11 05:00:00,55835.39000000,55835.39000000,55200.80000000,55275.32000000,2300.08825500,1615442399999,127532060.63464739,59755,1026.44407700,56917529.14522981,0
109,2021-03-11 06:00:00,55275.32000000,55767.15000000,55005.00000000,55557.94000000,2896.87139900,1615445999999,160614869.33489713,88276,1212.49627000,67219434.03965599,0
110,2021-03-11 07:00:00,55555.13000000,55797.07000000,55005.00000000,55034.20000000,2820.53245100,1615449599999,156384279.72275556,67395,1232.04863500,68339656.64406550,0
111,2021-03-11 08:00:00,55034.21000000,55093.53000000,54272.82000000,54761.02000000,5458.58310800,1615453199999,298607963.54632673,163889,2560.04374100,140024508.03798743,0
112,2021-03-11 09:00:00,54761.01000000,54928.43000000,54431.86000000,54474.27000000,2587.03118800,1615456799999,141452638.84688428,104738,1153.32501000,63068186.21338541,0
113,2021-03-11 10:00:00,54474.27000000,55612.95000000,54414.40000000,55530.60000000,3587.14363000,1615460399999,197503390.76972889,103026,1736.73689000,95653283.58413024,0
114,2021-03-11 11:00:00,55530.59000000,56270.75000000,55407.18000000,56227.34000000,3528.16672500,1615463999999,196688903.37317042,137451,1746.61171400,97389590.63372770,0
115,2021-03-11 12:00:00,56233.42000000,56445.09000000,55702.09000000,56272.54000000,3821.53970800,1615467599999,214419408.69514294,120863,2079.66945400,116708252.86877621,0
116,2021-03-11 13:00:00,56275.00000000,56999.00000000,56272.54000000,56921.18000000,3907.83970500,1615471199999,221504818.85517440,105871,2166.02927900,122786018.61260917,0
117,2021-03-11 14:00:00,56921.18000000,57238.50000000,56462.48000000,56815.13000000,4930.07917700,1615474799999,280477535.35700521,113826,2610.84844900,148553409.34894555,0
118,2021-03-11 15:00:00,56815.13000000,57091.06000000,55855.00000000,56347.19000000,4918.27352200,1615478399999,277865272.78465665,132208,2348.87395600,132736207.88730156,0
119,2021-03-11 16:00:00,56347.19000000,57030.00000000,56340.06000000,56872.10000000,3501.18927600,1615481999999,198572717.14887414,111203,1874.83613400,106345667.99200097,0
120,2021-03-11 17:00:00,56872.10000000,57050.00000000,56269.76000000,56802.88000000,3424.87557200,1615485599999,194291111.72167817,118769,1684.21031000,95569536.95695499,0
121,2021-03-11 18:00:00,56802.88000000,57682.00000000,56531.67000000,57519.86000000,4910.64605200,1615489199999,281082821.13913408,164860,2879.09497200,164857199.07505495,0
122,2021-03-11 19:00:00,57519.86000000,57651.35000000,56628.03000000,56827.84000000,2840.07287800,1615492799999,162499210.35406519,95082,1414.14052500,80929865.24310701,0
123,2021-03-11 20:00:00,56823.78000000,57600.00000000,56560.00000000,57457.36000000,3049.18616700,1615496399999,174323211.05670353,113435,1521.53775300,87003639.98001721,0
124,2021-03-11 21:00:00,57457.36000000,57900.00000000,57235.29000000,57562.49000000,4464.24661700,1615499999999,257564954.44470721,118133,2252.67833000,129995977.23068369,0
125,2021-03-11 22:00:00,57573.70000000,58050.00000000,57462.12000000,57874.67000000,2810.01435900,1615503599999,162377609.21271529,136545,1485.20548800,85852721.92193145,0
126,2021-03-11 23:00:00,57882.57000000,58150.00000000,57604.16000000,57773.16000000,2961.36625300,1615507199999,171530513.35499559,78582,1532.27236300,88772098.55492637,0
127,2021-03-12 00:00:00,57773.15000000,58081.51000000,56777.77000000,57362.04000000,4018.33941800,1615510799999,230508156.35945129,134725,1818.08041000,104320105.25958165,0
128,2021-03-12 01:00:00,57362.05000000,57640.34000000,56624.00000000,56902.80000000,2607.21431900,1615514399999,149079401.68997003,114182,1240.52590800,70947086.08468645,0
129,2021-03-12 02:00:00,56902.80000000,57120.67000000,56700.00000000,56972.08000000,1664.62869900,1615517999999,94746373.78696695,70797,794.81942400,45243034.81560026,0
130,2021-03-12 03:00:00,56972.08000000,57294.47000000,56800.00000000,57104.17000000,1559.93359700,1615521599999,88961260.28276833,49973,761.14216000,43413589.44827765,0
131,2021-03-12 04:00:00,57107.14000000,57238.70000000,56456.58000000,56696.17000000,2369.87029900,1615525199999,134411337.01335934,66996,1031.56377100,58510635.64214419,0
132,2021-03-12 05:00:00,56696.18000000,57269.87000000,56350.00000000,57164.51000000,2283.87379200,1615528799999,129789530.71142608,69906,1128.04023600,64124927.24905406,0
133,2021-03-12 06:00:00,57168.24000000,57430.00000000,56894.49000000,57061.52000000,2057.80177800,1615532399999,117619076.35749922,68727,1035.96080400,59220887.22747215,0
134,2021-03-12 07:00:00,57061.52000000,57061.53000000,56456.71000000,56670.90000000,2870.52267600,1615535999999,162772861.65533323,77700,1440.14415300,81661907.25243049,0
135,2021-03-12 08:00:00,56670.90000000,57095.76000000,56259.79000000,56503.21000000,3164.29780600,1615539599999,179199309.03937183,98671,1533.97206400,86892152.12575596,0
136,2021-03-12 09:00:00,56506.71000000,56819.42000000,56311.00000000,56540.53000000,2384.20281800,1615543199999,134846075.46292302,72558,1096.98013800,62041774.84713004,0
137,2021-03-12 10:00:00,56540.53000000,56866.83000000,55826.05000000,56715.97000000,3955.42674200,1615546799999,222654294.08345982,111261,1931.75464500,108780158.60526391,0
138,2021-03-12 11:00:00,56715.97000000,57073.48000000,56347.00000000,56500.00000000,2990.14879600,1615550399999,169660312.34448261,143232,1436.44442200,81511264.82595460,0
139,2021-03-12 12:00:00,56499.99000000,56844.61000000,56179.47000000,56386.89000000,2404.35050800,1615553999999,135679621.30430332,87431,1167.11705000,65871600.70213599,0
140,2021-03-12 13:00:00,56385.97000000,56391.25000000,54962.84000000,55689.99000000,8573.23928300,1615557599999,476655241.56194007,258557,3933.54816400,218767849.41357745,0
141,2021-03-12 14:00:00,55689.99000000,56252.77000000,55368.42000000,56211.83000000,3760.79857900,1615561199999,209965143.95426218,142307,1899.51679500,106074466.50853060,0
142,2021-03-12 15:00:00,56221.53000000,57095.41000000,56025.20000000,56956.95000000,4384.39718600,1615564799999,248013123.58209527,140803,2373.42698400,134272670.05564597,0
143,2021-03-12 16:00:00,56956.96000000,57625.91000000,56956.95000000,57367.21000000,4127.97399200,1615568399999,236584058.17017194,120676,2255.18753800,129253583.05823978,0
144,2021-03-12 17:00:00,57367.21000000,57768.00000000,57062.31000000,57175.99000000,2912.77803200,1615571999999,167389828.43288778,105122,1337.48670200,76849459.49283539,0
145,2021-03-12 18:00:00,57175.26000000,57667.79000000,57070.00000000,57349.23000000,2355.16939400,1615575599999,135217315.90090701,64578,1254.78695300,72036826.11114289,0
146,2021-03-12 19:00:00,57349.24000000,57547.07000000,56712.51000000,56942.41000000,2759.49276100,1615579199999,157560117.21653335,76856,1346.64805100,76894391.52923280,0
147,2021-03-12 20:00:00,56942.41000000,57200.00000000,56400.00000000,56696.80000000,3482.30673400,1615582799999,197381435.60371237,103916,1628.03761400,92278016.38806870,0
148,2021-03-12 21:00:00,56696.81000000,57170.00000000,56262.14000000,56936.78000000,2554.41954900,1615586399999,144882646.37166268,123258,1234.56876500,70050444.56596873,0
149,2021-03-12 22:00:00,56936.78000000,57465.38000000,56859.06000000,57157.29000000,2252.89020400,1615589999999,128889329.20606505,107068,1090.60234600,62389139.17149281,0
150,2021-03-12 23:00:00,57157.29000000,57500.00000000,57153.68000000,57221.72000000,1911.32908500,1615593599999,109588876.28728603,80631,1032.58636500,59210330.09320884,0
151,2021-03-13 00:00:00,57221.72000000,57307.20000000,56312.91000000,56689.35000000,2913.36172600,1615597199999,165168452.54477606,113394,1417.09885200,80336764.68534269,0
152,2021-03-13 01:00:00,56689.36000000,56707.00000000,56081.59000000,56386.39000000,2358.62457700,1615600799999,132887326.66178754,74110,1151.11350100,64862774.93364839,0
153,2021-03-13 02:00:00,56386.39000000,56639.54000000,56078.23000000,56473.41000000,2183.69769500,1615604399999,123160401.31981544,60691,1223.91871700,69032245.32164948,0
154,2021-03-13 03:00:00,56473.41000000,56790.00000000,56308.98000000,56694.32000000,1902.37529900,1615607999999,107744212.64804490,54805,950.26145200,53819559.32391189,0
155,2021-03-13 04:00:00,56694.32000000,56899.00000000,56257.47000000,56896.32000000,1547.93218100,1615611599999,87520342.53587563,52050,782.23049200,44236447.06928076,0
156,2021-03-13 05:00:00,56882.74000000,57090.46000000,56610.00000000,56744.89000000,1432.00306800,1615615199999,81423246.77819168,49512,683.34391900,38858981.70426900,0
157,2021-03-13 06:00:00,56744.89000000,57060.86000000,56491.92000000,56931.58000000,1759.40972700,1615618799999,99851921.21550119,57668,1017.24287500,57722872.08075861,0
158,2021-03-13 07:00:00,56931.57000000,57389.58000000,56753.90000000,57343.70000000,1998.20036800,1615622399999,113909858.80102126,69690,1028.78919900,58662494.06794287,0
159,2021-03-13 08:00:00,57343.70000000,57649.03000000,57126.20000000,57434.31000000,2957.35947100,1615625999999,169868896.01532680,85667,1636.12207400,93990427.23668130,0
160,2021-03-13 09:00:00,57434.30000000,57614.52000000,57253.31000000,57610.77000000,1827.03931000,1615629599999,104898332.10026139,62926,960.81918100,55167917.14087029,0
161,2021-03-13 10:00:00,57610.77000000,59850.00000000,57446.81000000,59448.19000000,12696.97324300,1615633199999,750024013.95725474,308276,6970.79882700,411352961.91663017,0
162,2021-03-13 11:00:00,59448.20000000,60200.00000000,59420.99000000,59849.74000000,9101.22864900,1615636799999,544708721.09328957,230042,5410.48940700,323841046.32586433,0
163,2021-03-13 12:00:00,59853.58000000,60500.00000000,59232.53000000,59911.99000000,5886.08542200,1615640399999,352958744.72774301,152578,2983.04807900,178934553.17226557,0
164,2021-03-13 13:00:00,59911.99000000,60159.45000000,59500.00000000,59915.25000000,3621.79620900,1615643999999,216545084.88078375,125555,1860.58251200,111263139.20593685,0
